ReviewTitle,ReviewBody,Sentiment
"Average.... better for clear sound
","Less better than Sony Xb 45
",Neutral
"Good product
","Sound is good
",Neutral
"Value buy
","Overall good performance
",Neutral
"Excellent headphones
","Excellent headphones
",Positive
"good sound clariry/
","good sound clariry/..nice bass....good outside noise reduction...lenght of wire good...smll in thickness ... by look its not a product for 1500...bt by performance its a lion..
",Neutral
"Five Stars
","Great product.. Strongly recommended for all the music lovers.
",Positive
"Five Stars
","Good sound quality. Highly recomend this product. Good delivery and a genuine product from amazon.
",Positive
"Go for it
","Dont think just buy it.. Its a good product overall
",Neutral
"Excellent product , must go for it
","After repleshment  the product is good working nice and  sound quality is superbbbb
",Positive
"Avg
","Ok
",Neutral
"not good . house of marley smile Jamaica is far good than this earpiece
","a lot of noise in playback music
",Neutral
"Good
","Awesomw quaity
",Neutral
"Five Stars
","The product gives really good sound quality!  The noise cancellation feature is good :) loving the earphones
",Positive
"Good earfones
","Good in this price range, easy to use
",Positive
"Owwsam one right choose to invest money
","I invest my money 💷 in a right thing
",Neutral
"All in good product
","Awesome product perfect sound nd bass quality
",Positive
"Mic not working well
","Sound is good but mic is not working properly
",Neutral
"Excellent material + sound
","Excellent quality and sound is also very nice
",Positive
"Nice product
","The sound quality is awesome but the wire quality is not good and not tangle free
",Negative
"ultimate
","ultimate buy for music lover
",Positive
"Nice
","Everything is good and in superior quality
",Positive
"Worth for price
","Crystal Clear Music and no noise erection, worth for price....
",Neutral
"Compare to 180
","Ya this pair of buds r very very good...in compare to 180 bass is almost 25% more n sound is loud clear n crisp..!! Mic is also up to the mark..!!
",Positive
"Good
","It would have improved in bass effect
",Neutral
"MUST BUY!
","Best Earphones I've ever had. I am a dj and I play loud,extra bass earphones but no sound come for other people to hear. LOVE THIS.
",Positive
"Three Stars
","Quality is not so good not worth to the cost
",Negative
"Five Stars
","very good.... almost 1 year passed . But still working great. No issue with sound quality,
",Positive
"3/5, It's Okay
","Sound quality: ExcellentCompatible with: iPhone5S, Laptop, mp4 playerThe cord seems delicate though, not sturdy enough.
",Neutral
"Awesome
","Best headphone in this price range
",Positive
"Five Stars
","Amazing sound quality and in-ear fit! Blocks outside noise to a great extent to give a fulfilled sound experience.
",Positive
"Sound quality
","Senhheisser earphones is really really awesome
",Positive
"Bass is not good
","Completely unsatisfied with the bass ,treble and clearity is nice but bass is not at that level
",Neutral
"Five Stars
","The left side channel is very weak, hardly any sound comes from it
",Neutral
"Low 'Bass' sound.
","I'm surprised. Not good quality earphone. low 'Bass' sound.Mic is okay. I m returning it.
",Neutral
"Perfect
","The sound quality is amazing. It's not loud. And it shouldn't be. It's actually provides a crisp sound that's needed to maintain the balance between loud instruments and soft vocals.
",Positive
"its good.
","its not bad. does its work. working better than other earphones.
",Positive
"awsme
","awsome.......love it..... best sound attenuation... once it is plugged fully into ears n music on... u r in a diff.world... totally isolated... so dont use it while driving or walkin thru road! ;)
",Positive
"Value for money
","Value for money
",Neutral
"Need Bass level improvement.
","Very good product.. Little disappointed with Bass level.. could have been a bit better but for sure value for money..
",Positive
"Four Stars
","It is sound quality too good and mic proper work. Thank you Amazon 😎😎👌🏻
",Positive
"Sound is tpo harsh
","Pretty bad product..Sound is too harsh
",Neutral
"Five Stars
","Nicely working with my HTC One,
",Neutral
"amazing product
","Awsome earphones, what i looking for is exactly what it is, amazing sound, amazing bass, excellent product,and amazon i trust it most, always deliver on time and genuine product
",Positive
"Good product
","Sound quality is bit less compared to cx 180
",Neutral
"Quality
","Sound quality is very good ,material is good
",Positive
"Five Stars
","I love this headset really great...
",Positive
"Good, durable and perfect in ears
","Its service and quality is all that builds up its brand.
",Neutral
"Solid earphone
","The straight base is like a timed explosion for the earphone
",Positive
"Two Stars
","Not worth money
",Neutral
"poor product build quality
","Sound is really good.  But the build quality is really very poor.  If you don't handle it properly wire may break.
",Negative
"Awesome sound quality.
","Awesome sound quality
",Positive
"Built quality
","Built quality  must improve
",Neutral
"One Star
","Missing carry case in the box. And No PRODUCT AUTHENTICATION CODE! Returning this ASAP.
",Negative
"Awesome
","I link the headphone
",Neutral
"Not that great
","On full volume music starts itching in your ear cannot hear more than 5 mins on full volume.
",Neutral
"Five Stars
","Sounds super cool,noise cancellation,loudness makes pleasant music to our ears,soft leather pouchPlus: noise cancellation,loudness,pouch,micMinus:thin wire
",Positive
"Very good
","Very good earphones
",Neutral
"Five Stars
","Worth for money
",Neutral
"Sound quality is but the product quality is not good
","Sound quality is but the product quality is not good
",Neutral
"Good product
","Good material, vibrant sound
",Positive
"a nice product with good sound and build quality
","Using this for 1 month, a nice product with good sound and build quality. i bought this for 1200 so at this price its a nice buy. any one who want to experience good sound quality should go for this
",Positive
"Nice...
","The Sound quality and purity is unparalleled at this price
",Neutral
"Don't buy
","Don buy...soundmagic ec 10 is better
",Neutral
"Best in the range sound quality.
","Sound quality is superb. No other product can match!
",Neutral
"Five Stars
","Much better than other headphones and I am still using it
",Neutral
"Budget earphone, best.
","Better than expected, perfect bass, sound is too loud in full volume, best noise cancelling in this range. If you have a budget of 2000, go for it
",Positive
"Three Stars
","Somehow I felt that the CX 180 is better than this pair.
",Neutral
"Not durable
","One of the bud stopped working even though carefully handled for
",Neutral
"Five Stars
","Very good quality, nice sound
",Positive
"Four Stars
","Satisfied with the sound quality.
",Neutral
"Best for music
","Best for music. A little bit of problem with proper hearing while phone call, but its ok. Anyways, its the best headphone with mic under Rs. 2K. Go for it.
",Positive
"Decent product
","Nice product
",Neutral
"Good quality
","Good product
",Neutral
"Excellent Price: Performance ratio
","For the price, they are the best earphones available
",Positive
"quality of sound is awesom but bass is not upto ...
","quality of sound is awesom but bass is not upto the mark...high level of volume could damage ur ear...if ur bass lover go for other product..
",Neutral
"Three Stars
","Headphones are good but i am giving only 3 stars because mic is not good for karaoke
",Neutral
"Project good speaker quality very nice
","Am like this product
",Neutral
"A true all rounder..
","Bit low in bass.But awesome in every other field.Dont think just go for it..👌👍.Better than cx 180
",Positive
"Could have given 5 but 4 stars for  poor built quality
","It has a very good bass  .But the I'm not sure about the built quality it has been 2 months ever since I bought it works fine
",Neutral
"Loved it.
","Price may be a little concern otherwise these are awesome. I have been using them from last 6 months still working as new. Quality thing.
",Positive
"Five Stars
","Best headphones at this price range.....sound qulity is crystal clear...i m surprised with the Powerfull bass output
",Positive
"earphone
","Nice headphone with aerodynamic design pretty gud
",Positive
"Awesome. 😊
","Material slight on downside rest all awesome.
",Positive
"Good but can be better
","Quality product but does not support all mobile handsets. Checking compatibility recommended before purchase.
",Neutral
"High quality sound experience...
","High quality sound, Super Bass experience..
",Positive
"Best
","There's nothing to dislike except for price
",Neutral
"Gr8 quality overall
","No tangle free wire even at such high price
",Negative
"Durability is major issue
","Sound quality is good but it’s not durable.
",Neutral
"Best set for mobiles
","Using this for my Nexus 5, works like charm. Overall an excellent product, just want the bass to be a tad higher, but then i am ready to ignore it.
",Positive
"Five Stars
","best earphones used till date
",Positive
"Great product.
","Sound quality is very good.
",Neutral
"Sound quality is not good
","Sound quality is very poor.
",Negative
"Nice, perfect fit to the ear
","Very nice sound quality and comfortable fit for the ear
",Positive
"Not value for money
","Sound quality r good, but wire quality so bad.
",Negative
"Great product...!
","Great value for money..! Now cancellation at its best
",Positive
"Gift for ears
","It's a gift for ears. Loved the sound
",Positive
"Flat sound but good
","Good
",Neutral
"Great Earphone
","Best
",Positive
"Good
","Like
",Neutral
"Good
","Good
",Neutral
"Good
","Good
",Neutral
"excellent
","excellent product..
",Positive
"Very nice product
","Good product.
",Neutral
"Great Quality. And the Clarity of the driver is ...
","Great Quality. And the Clarity of the driver is amazing but lacks deep bass. But for the price, you get amazing clarity with average bass.
",Positive
"Just received. Loved Initial Impressions.
","Loved the product. Just received it. Loved the initial impressions. Hope this wont disappoint with any malfunctioning in future.
",Positive
"Wire get damage but still useful sound is
","3 years strait using it daily..Wire get damage but still useful sound is best
",Positive
"Worth buying
","Super 👌🏼👌🏼👌🏼 Good bass and sound for music lovers.Amazon has delivered just in one day.
",Positive
"One Star
","The worst one can get at this price. Please don't buy it. It was totally a musical diarrhoea.
",Neutral
"Sound echoes
","The sound quality is really bad and the sounds echoes
",Negative
"Three Stars
","Doesn't sound good at high volume . More expected from it keeping brand name in view.
",Neutral
"its good..
","its good...sound quality is awesome. Even its design is good. All my frndz liked it...It deserves 5 star. Till now there is no issue, lets hope that it wont let me down..
",Positive
"Best
","Best for the price range
",Positive
"Good
","Good sound quality value for the price.
",Positive
"Good
","Good bass quality. Geniune product and the best part is it comes with 2years warranty
",Positive
"Class of it's own
","Sound I like. Wires could be tangle free.
",Positive
"Need better head phone with clearer sound quality & better noise cancellation
","Probably need a better head phones
",Neutral
"Bass is okayish
","Good sound quality and comfortable
",Positive
"Good
","Good ,Left ear getting pain.
",Neutral
"Waste of money
","Waste of money its better that u buy CX180
",Neutral
"Great quality earphones
","Sound quality is quite good and looks durable
",Neutral
"Vfm
","Nice product at this price
",Neutral
"I liked it
","Good product from Sennheiser. The sound quality is awesome even if you keep in ear for long time.
",Positive
"Earphone
","I think it's too delicate
",Neutral
"Product have Manufacturing defect & need replacement.
","Product have Manufacturing defect & need replacement.
",Neutral
"Beware of fraud sellers
","Product is good but seller is selling worst products in sale
",Negative
"Nice sound quality
","Good sound
",Neutral
"Five Stars
","Worth
",Neutral
"Five Stars
","sound quality is clear and very good. bass sound it right and not over the top
",Positive
"Overall nice ear phone
","Nice ear phone very good sound awesome base
",Positive
"Thin wires
","Wires r too thin not for roughly use.
",Neutral
"Not good
","Making quality is very bad, not working after few days
",Negative
"Five Stars
","Wonderful Effect
",Positive
"Awesome sound quality and bass
","Awesome sound quality and bass. Noise cancellation is great and it is very comfortable to the ear. Wires may look weak to you at first but they are pretty strong
",Positive
"Sellar not give refund
","I am replace second  time but found no working  Mic. Seller not give refund. I am not happy.
",Negative
"Pretty good earphones with well balanced bass....gud one
","Pretty good earphones with well balanced bass....gud one
",Positive
"One Star
","Worst headphones with a poor build quality...
",Negative
"Master of clarity
","Way too excellent.......feel clarity of real sound
",Neutral
"Best one for this price range.
","Great Bass
",Positive
"Got a defective product. May be first copy.
","Lot of vibration while talking. Mic is not working properly.
",Neutral
"Four Stars
","Ausome sound
",Neutral
"Quality of wire
","Quality of wire is not that much as expected.
",Neutral
"Five Stars
","Good Quality of Sound
",Neutral
"No Bass !!!
","Sound quality is clear nd good but if u r a bass lover dnt go for it,there is no bass in the device,s o i return it
",Positive
"Sound clarity is awesome!!
","Sound clarity is perfect.. Can experience a studio clarity voice note.. Bass is little low.. Treble is given more importance...  Quality of the product is worthy.. But can improve the quality of wires.......
",Positive
"Thin wire but excellent sound quality
","Thin wire but excellent sound quality.Not durable
",Positive
"just waste
","within 3 months...it's mic is not working properly and one ear plug is also not working anymore..
",Neutral
"Highly recommended
","Very good. Worth the money spent.
",Positive
"My fav
","My favo headset gud & quality one
",Neutral
"Not satisfied. Fake product
","Fake product.The one I received had minimal bass but treble and sound clarity was not good.Then I purchased Philip's earphone and its sound was amazing.
",Positive
"Not worth for this price range
","Material is not that good. And sound is also low.
",Negative
"Excellent
","Amazing product amd amazing sound quality
",Positive
"Not value for money
","No bass, no sound effects
",Neutral
"worth it
","great quality earphone 🎧
",Positive
"The best earphones under 5000
","Audio clarity at its best
",Positive
"Best sound
","Very clear and best sound
",Positive
"Go for it
","Amazing sound quality and bass is superb
",Positive
"Five Stars
","Super bass!!
",Positive
"Best
","Go for it... Worth its pricee....
",Neutral
"Superb item
","Thanks Amazon nw iam enjoying music with Sennheiser 275 s
",Positive
"Five Stars
","Nice Design, Great bass. Overall a really great earphone at 1600
",Positive
"Poor quality - Very thin cable
","Poor quality - Very thin cable
",Neutral
"Five Stars
","very excelent  voice better
",Neutral
"Damn good
","Worth every penny
",Neutral
"Loud, good bass, crisp
","One of the best earphones ever and especially a german one adds up to the quality
",Positive
"Best
","The quality of music os fabulous.
",Positive
"Nice..
","Nice....in every sony phone sound clarity effect is very awsome like theatre effect by this cx275 ....i like senhesier voice clarity and bass and everything is good....dont think purchase it....
",Positive
"Five Stars
","Happy to got actual product
",Positive
"Excellent
","Superior in quality sound, good clarity and bass... Go for it, better than JBL
",Positive
"4 out of 5
","Everything is good about Sennheiser CX 275 S.......the only issue can be that its ear plugs becomes discomforting after a same time....
",Neutral
"Five Stars
","I have a oneplus 5t phone and it supports very well
",Positive
"Just go for it!
","Crisp clear lows and highs. Bass is just awesome👌
",Positive
"Simply awesome!! Worth every single rupee
","I cannot hear the bus noises while travelling. Simply awesome!! Worth every single rupee!!
",Positive
"Quality issue
","The Quality is not that great, i doubt if its Original.  Didn't even find the warranty card in it
",Negative
"Three Stars
","Good sound quality but not very comfortable for long use...may be because i have very small ear.
",Neutral
"Amaazingg
","The best earphones I ever used.
",Positive
"One Star
","One side will be damaged soon.  Check it and by
",Neutral
"Five Stars
","TOP NOTCH! Period
",Neutral
"POOR BASS
","Material of wire is very poor
",Negative
"Good one!
","Good one!
",Neutral
"Best in class
","Must have
",Neutral
"Excellent product
","Superbbbb
",Neutral
"Awesome sound quality
","Sound quality is too good and it's recommended for gamers.
",Positive
"Good but cable wire is very thin may be break in some time
","Good but cable wire is very thin may be break in some time
",Neutral
"Sound quality is good
","Sound quality is good. satisfied
",Positive
"Nice
","Very good
",Neutral
"Very very bad
","Very bad  one side speaker is not working plz don't buy it
",Negative
"100% satisfaction
","100% satisfied and highly recommended....
",Positive
"Great Product with 2 year warranty
","Nice product.....blast for bass lovers
",Positive
"JBL is much better and cost effective
","Not upto the mark and not a VFM buy , JBL is much better and cost effective.
",Positive
"Best bang for buck
","The Sennheiser CX 275s are the best bang for buck I'd recommend these for everyone who loves music. The sound is so crisp and clear and the bass is so deep.
",Positive
"One Star
","Not a good product to buy .....U should take seridon before using this on full volume
",Neutral
"Four Stars
","Very good product, very handy, finishing is awesome. Hood product in its range.
",Positive
"Best Bluetooth headset with mic under the price bracket.
","Value for money
",Neutral
"Good
","Very good product
",Neutral
"Good
","Good
",Neutral
"Nice
","Material quality very low .but sound quality  very good
",Positive
"Worth the price
","Bass is good, good to feel it in the ear
",Positive
"I love it
","Brilliant sound! Good quality mic. Value for money
",Positive
"Four Stars
","Build quality is not that good but sound is exceptionally well for its price
",Neutral
"Order in offers only
","Sound is good but material quality not good
",Neutral
"Nice product
","Great sound and very soft in listen
",Positive
"Just loved it
","Very good sound quality in love with my earphones
",Positive
"Great Sound
","Marvellous bass. Sound quality is very good. I prefer it for bass lovers. Don't do any comparison or research for buying, Just go for it.
",Positive
"Very nice product
","Sennheiser is always good ear phones. No words to say about this product. Before this one I used to JBL so compare to that one this product was really awesome.
",Positive
"Nice
","Nice
",Neutral
"Terrific purchase
","One word.. awesome
",Positive
"Four Stars
","Very good product but button and microphone are not at all compatible with one plus three/5 handsets
",Neutral
"Quality
","Poor
",Neutral
"Defected item
","Got a Defected product. Bad quality sound after 7 days
",Negative
"Five Stars
","awesome product..value for money..im using it for quite a while and im happy with its performance.
",Positive
"Good , but bit costly wrt to quality
","Noticed noice introduction, during calls
",Neutral
"Superb!!
","Best sound quality
",Positive
"Five Stars
","Awesome Product...Best Sound Quality And Filtration...
",Positive
"Average product but overpriced
","The cost is high but I didn't it worth after I bought it
",Neutral
"Value for money
","Very nice sound quality
",Neutral
"Top quality product.
","Quality of earphones is A grade.
",Neutral
"Ever time best in noise free clear sound
","Crystal clear sound quality
",Neutral
"Gift is ears
","Good product sound is to goodReally enjoy good quality of sound.
",Positive
"Five Stars
","Hands-free is nice but it is having thin wire.Any how nice sound effects
",Positive
"nah
","the sound quality is good enough bt d material hush...
",Neutral
"Very Nice
","Nice product
",Neutral
"Four Stars
","awesome product ......bass is really feal it.....nice sound ....
",Positive
"Value for money product
","Sound quality is good with a perfect bass combination
",Positive
"Good buy
","Used it for almost a year now. Good audio quality.
",Neutral
"Performance is awesome. Thanks Amazon
","No words. Budget earphone. Performance is awesome. Thanks Amazon !!
",Positive
"Great earphines by sennheiser
","Amazing etphones
",Positive
"Worth for buying
","Superb quality in every aspect.
",Positive
"Worst ever! Not worth it
","Didn’t last even 5 days
",Neutral
"Value for money 👍
","Excellent sound quality
",Positive
"Nice sounds
","Good job for sennheiser
",Neutral
"Excellent
","Excellent for the price
",Positive
"Super b
","Amazing
",Positive
"Best under 2000 INR
","Using them since a month and a half, they are really good at low volumes as well. Totally worth price.
",Positive
"Good product
","I need to hold the mic near while speaking to be audible. Other than that the poduct is great.
",Positive
"Best budget headphone
","Very good product
",Neutral
"Five Stars
","Super
",Positive
"NICE
","nice sound. ..though treble is high but overall good sound quality. ..balance sound overall...build quality is good
",Positive
"Overall amazing Just that the fit is a bit
","Overall amazingJust that the fit is a bit off
",Neutral
"Awesome bass.
","Was suggested by a colleague, to buy it. Using it for about two months. Yet to get any disappointments. Truly the best earphones within Rs 2000.
",Positive
"Value for money
","Amazing product
",Positive
"Can go for it
","Good ear phones
",Neutral
"Value for money
","Nice headphones
",Neutral
"Good sound quality
","Good sound quality
",Neutral
"Bass is very clear
","Very nice product. Bass is very clear.
",Positive
"Go for it definitely
","Best product at this price range with quality sound and best bass and nice tremble n best build quality.  Go for it
",Positive
"Nice product
","Value for money
",Neutral
"Bad product by sennheiser
","Not acceptable from sennheiser
",Neutral
"💓 Loved It 💓
","Best product...as expected..loved it ❤️
",Positive
"Four Stars
","Good Product.....I'm happy with it..
",Positive
"Killer ear phone..
","Killer quality..10 out 10
",Negative
"Not worth to money.... wires r very thin n delicate....
","Not worth to money.... wires r very thin n delicate....
",Neutral
"Unpleasantly surprised
","The cord is thinner than the previous one I ordered besides being expensive at the same time
",Neutral
"Great earphones!!
","Great pair of earphones!!!Comfortable....good amount of noise cancellation.....little too much bass but you feel it rarely...
",Positive
"superb quality
","fadduuu
",Neutral
"Thanks
","The product is okay
",Neutral
"Review after a year
","Probably the best earphones in this price range, with excellent bass, noise cancellation and balanced output
",Positive
"seriously excellent quality build but it's little delicate so need to ...
","seriously excellent quality buildbut it's little delicate so need to be taken care of
",Positive
"Three Stars
","Sound is good. Product seems cheap.
",Neutral
"Sennheiser
","Best headphones for the price.Bass and EDM lovers delight.2 years replacement warranty.Highly recommend.
",Positive
"The product is awesome and the delivery was 2 days before the scheduled ...
","The product is awesome and the delivery was 2 days before the scheduled date. The noise cancellation is pretty good. Loved it!
",Positive
"Four Stars
","Not good for bass lovers but its a good product .... BUT YOY CAN FIND MORE EFFECTIVE ERFNS
",Positive
"Good but not excellent
","Good n nice. But not Excellent. Go for sony MDR instead if you are a bass lover...
",Positive
"Nice earphones
","Sound quality  gud but Bill quality low
",Neutral
"Nice
","Nice product...tangling issues
",Neutral
"Warranty
","Microphone not working! How to return?
",Neutral
"One Star
","Stopped working after few months.
",Neutral
"Nice
","Good
",Neutral
"Sounds like magic: ) Well
","Sounds like magic :) Well, a bit exaggerated here but these earphones are definitely the best for the price. Extremely clear sound with good bass.
",Positive
"Not Good for this price
","Good for daily use only..
",Neutral
"The best
","The bes for this price
",Neutral
"Problem with mic
","Mic is not working !!!
",Neutral
"Hmm
","Material quality worst
",Negative
"Sennheiser Sennheiser... You can't beat them... One of the best headphones I have every bought...
","Awesome Product
",Positive
"amol n
","superb sound quality must buy
",Positive
"Loved it
","Super sound quality and build quality
",Positive
"Great stuff for real music lovers
","Great stuff for real music lovers. But to be very honest the cost does not justify the quality specially if i compare the same product withSennheiser CX 180.
",Positive
"Good sound quality but material quality not so good
","Good sound quality but material quality not so good
",Neutral
"Good
","Good
",Neutral
"Three Stars
","It falls short of Sony earphones in both base and comfort/ergonomics... Definitely not worth the price
",Neutral
"I love it, though at first time i thought physical ...
","I love it, though at first time i thought physical quality was not at standard but after long use it has really great quality the wire looks weak but it has strong strength. The sound quality is superb....
",Positive
"Don't buy at all no worth
","This has very cheap quality wire breaks at inserting point within 2 months don't buy this.
",Neutral
"Sennheiser User
","After CX-180 i bought this. And i am satisfied with the sound and the mic. I usually listen to songs with high bit rates and cx275s plays them well.
",Positive
"One Star
","Good one.. but speaker doesn't support in redmi note 4.. :(
",Negative
"I bought this a year ago & now I have ...
","I bought this a year ago & now I have to say that my next choice will be Senneheiser again.
",Neutral
"Good
","All
",Neutral
"Awesome sound quality
","Awesome sound quality. Love it. I am using it on daily bases and it fits in ear very good. You get different size of ear inserts which you can change according to your requirement.
",Positive
"Five Stars
","The best product you can get
",Positive
"1no....
","Superb
",Positive
"Delicate... Its jack got broken.. ...
","Delicate...  Its jack got broken..  Avoid ruff use...
",Negative
"Worth for money
","Best earphone for music lovers sound quality really nice
",Positive
"Voice is very clear but Bass is not ok. More bass required.
","Bass is not ok.
",Neutral
"totally in love with it
","This is my 3rd set, totally in love with it... Had recommended to friends too!
",Positive
"Value for money
","Wire is quality is bad but output sound is excellent
",Positive
"Five Stars
","Sound quality is good. Build quality is not up to the mark.
",Neutral
"Brilliant quality of sound
","Brilliant quality of sound. May feel like a little lacking in bass, but can get a app with bass boost for that. Crystal clear sound with excellent noise cancellation. Comfortable to wear too.
",Positive
"Five Stars
","awesome product
",Positive
"Four Stars
","Sound is good but 3.5mm Jack is not durable
",Neutral
"awesome
","the bass, the sound, everything is good. searching for earphones to buy? just go for this.
",Neutral
"Five Stars
","Great sound quality, very satisfied
",Positive
"Five Stars
","Descent Product
",Neutral
"Product Authenciation Received via Mail From Sennheiser
","Product Authenciation Failed. Mailed details to Sennheiser and got confirmation that Product is original
",Neutral
"Cool earphones
","The cable doesent feel premium enough
",Neutral
"Good
","Sound quality is not as good as cx180
",Neutral
"Nothing
","Ossam build quality and sound quality
",Neutral
"Good earphone
","Best earphone very comfortable to ear
",Positive
"Bass is hitting
","Bass is low point for this earphone.
",Neutral
"Worst and Waste of
","It stopped working after using for one month. Worst and Waste of Money
",Negative
"Not so good
","Material Quality, durability
",Neutral
"Very Goof
","Nothing
",Neutral
"One Star
","Microphone not working on phone call .. whereas it works on WhatsApp and IMP calls.
",Neutral
"Worst product
","Sound quality is poor
",Neutral
"Good product
","Sound quality is good
",Neutral
"Five Stars
","Nice product. Sound clarity is good. Beats!
",Positive
"Five Stars
","The cord is a little shorter compared to other Ear phones though.
",Neutral
"One Star
","Product stopped working after 3 months..wires got loose.
",Neutral
"Not a good Product to buy.Sound Quality is not as expected
","Not a good Product to buy.Sound Quality is not as expected
",Neutral
"Not worth it.
","The earphones are of rally pathetic build seem like some cheap quality and very delicate.  The bass is worse. The spears start yo rumble at high pitches.
",Negative
"Good product
","Punches above its weight. Some said it stopped working after a few weeks. I hope that won't happen in my case.
",Neutral
"Quality earphones with mic...
","Bass and treble are very nice.voice clarity is awesome.
",Positive
"Good, genuine
","Good, genuine
",Neutral
"Good sound
","Its very Good
",Neutral
"Nice product
","Like
",Neutral
"Five Stars
","Awesome sound
",Positive
"Five Stars
","Superbbb earphones
",Neutral
"THE BEST.
","Can't switch to any other earphone once you use this.
",Neutral
"Stopped working
","Right ear piece Stopped working after 4 months
",Neutral
"Best stuff
","The sound is really awesome and clear
",Positive
"Not as good as my iPhone 6 headphones.
","Not as good as my iPhone 6 headphones.
",Neutral
"Buy it if u dig for quality sound
","Good quality sound... Could have been more comfortable to the ear... But once ur ears gets accustomed,  the quality of sound feels ecstatic
",Positive
"Three Stars
","Flipkart smartbuy has better sound quality than this one
",Neutral
"Great
","Great
",Positive
"Five Stars
","Been working perfectly for 4months now
",Positive
"Y
","It is fascinating
",Positive
"good
","good value for cost
",Positive
"Good
","Good sound quality but quality is poor
",Neutral
"Durability is poor
","Within 6 months Product is not working
",Neutral
"Great Product!
","Fabulous product for the price that we pay for it. Better than Skullcandy headsets in some ways. Excellent noise cancellation and powerful bass tones. Recommend!
",Positive
"Design
","Only problem s design
",Neutral
"Fab
","Worth purchase Go for it...
",Neutral
"Don't think Just grab it..
","You'll b little bit upset after opening the pack. But WAIT BOSS!!!!!It's amazing ..... Fadu cheez hai ye..Quality of sound is fantabulous....Really Value for money product....Love it...
",Positive
"Comfortable in ear
","Best soud quality but not durable
",Neutral
"Great earphones
","Too long reviews may not be legit, this product is.
",Neutral
"awsome sound quality
","Sound quality is just awsome ... cant beat .... you can surely go for it and buy
",Neutral
"Awesome
","Good Product From Sennheiser
",Neutral
"excellent earphones
","best earphones in my opinion
",Positive
"Delicate headset
","Very delicate, sound quality is good
",Positive
"Excellent product.
","Good quality,this product  is good .
",Positive
"This product is very nice!
","Almost a year got over. This product is very nice!
",Positive
"good for bass lovers
","average sound only good for bass lover and bass is unbalanced and build quality is bad
",Neutral
"Cheap product. Bad quality
","Cheap sound quality. Wire is very very very thin.
",Neutral
"Gud sound, need better build quality
","Sound is good, but the cable is not so gud , not tangle free.
",Neutral
"bad
","bad
",Negative
"Good headset
","If you're music lover, you love it
",Positive
"Five Stars
","Worth its price!
",Neutral
"Five Stars
","awesome sound... one of the best in this price range...... go for it....
",Positive
"Damaged in 1 year.
","Damaged one side handsfree in 1 year and having warrenty of 2 years. Otherwise quality was best.
",Neutral
"Awesome
","Great sound. A must buy
",Positive
"Five Stars
","Awesome
",Positive
"Accha ha
","Super
",Positive
"Good
","Best one....
",Positive
"Good noise cancellation
","Good product
",Neutral
"excellent product
","nice product for smule singing. excellent service
",Positive
"Three Stars
","Not compatible with Lenovo mobile, otherwise wow sounds....
",Positive
"Great product
","Great product
",Positive
"Five Stars
","its soooo nice best choice for the price range
",Positive
"Best Earphone
","Best Earphone and great service by Amazon
",Positive
"Good product to grab.
","Good product foe money. If you are a Bass lover, go for something else.Sound quality is good, Mic is super awesome and handy to use.
",Positive
"Ok
","Ok
",Neutral
"Overall the earphones are pretty impressive. The only reason I am giving it ...
","Overall the earphones are pretty impressive.The only reason I am giving it 4 stars and not 5 is because of the wuality of the wire used.Looks kinda cheap.
",Positive
"Good
","Good
",Neutral
"Go for it
","Good
",Neutral
"Four Stars
","all good but, slightly high cost
",Neutral
"Five Stars
","Nice product
",Neutral
"Worth a buy..!!
","Sound quality is very good. Overall look is nice.
",Positive
"Awesome
","Happy with product & service .give me all the features what I looking for.
",Positive
"Sound was good but low bass
","When we purchase products of such brands we expect quality, However it was up to the mark.Sound was good but low bass.
",Neutral
"Awesome dude
","Music lovers will surely love.... One of the best.. Upto mark... Best one I had ever used...
",Positive
"Earphone
","Nic earphone. Nic sound. Only need to improve material quality...
",Neutral
"Four Stars
","all products are good in which senheiser boat 210 . tagga and tagg inferno sre very good
",Positive
"CLEAR BASS GREAT SOUND QUALITY GREAT CABLE QUALITY GOOD MIC AMAZING NOISE ...
","CLEAR BASSGREAT SOUND QUALITYGREAT CABLE QUALITYGOOD MICAMAZING NOISE REDUCTIONGREAT FOR THE PRICEMUST BUY
",Neutral
"Five Stars
","Excellent product
",Positive
"Best for sound
","Its good with best sound quality
",Positive
"Simply superB
","Got original product, delivery was a bit late,sprb quality jst go fr it, buy it from lightning deals,get it for 1300
",Neutral
"Sound
","Sound quality is so good...
",Positive
"excellent
","The sound quality is very very good
",Positive
"Waste of money this product is shit
","No bass only trebble. Worst quality
",Negative
"Satisfied
","Good quality earphones..go for it👍
",Neutral
"very nice
","Sennheiser, The name is enough !!!!
",Neutral
"Fraud
","You are cheating with the customers
",Negative
"Please refund or exchange!
","One earphone is broken in the pack!
",Negative
"Best in price.
","Sounds great but material could be more tough.
",Neutral
"Good Product
","Sound quality is good, but bass is less, overall according to me its worth to buy at this price.
",Positive
"Five Stars
","Great product. Good experience of noise cancellation. Loved it
",Positive
"Five Stars
","Awesome
",Positive
"Good product
","I love this product
",Positive
"Gud one to purchase
","Sound quality is awesome.
",Positive
"Good
","Good
",Neutral
"Defective adaptor cable
","Received a defective adaptor cable but speaker quality is fantastic
",Positive
"really work....
","Want bass then  this is it....... Good sound and value for money
",Positive
